tweet_id,Tweet,Stock Name,Trading Date,final_label
4065,"This week events: - Mon 8/8E: $TSLA China July sales (30K est), product’n (40K est). Closed 2 weeks for retooling - Wed 8/10: July CPI MoM +0.2%E MoM Ex-Fd/Engy +0.5%E - Thur 8/11: July PPI MoM +0.3%E Ex-Fd/Engy +0.4%E - Fri 8/12: UMich Sent Aug: 1yr infl 5.1%E, 5-10yr 2.8%E",TSLA,8/8/2022,Hold
106,and just wanted to check with you guys if the Cyber Truck design is actually safe. PS: I do like the design just wanted to ask if it's safe. #ElonMusk #Tesla #cybertruck #automobile #safety #SafetyInMind #SafetyFirst,TSLA,28/9/2022,Hold
33,All I see is a free Tesla,TSLA,29/9/2022,Hold
4562,"Thank you Martin. The bond between long term Tesla retail investors is real. Many of us have put literally everything we have into Tesla. We’ve experienced all the highs and lows together, and we will continue hold. $TSLA",TSLA,2/8/2022,Hold
3290,Just remember that Tuesday's in the markets and $TSLA have typically been pullback days after a nice run. It's the pattern. Not to say it will again but that has been the pattern as of recent.,TSLA,15/8/2022,Hold
6030,Compounding Dividend Prospects 💉 $ABBV 🚀 $LMT 🍎 $AAPL 📱 $AVGO 💳 $V 🛠️ $HD ☕️ $SBUX 🚜 $TSCO 🏦 $BAC 💊 $JNJ,AAPL,16/9/2022,Hold
5493,". selling #BTC is great news for ! 1st, market no longer needs to worry about selling #BTC which has been haunting us for a long time. 2nd, selling nearly 1 BIL USD worth of #BTC shows the liquidity of to all big corps.",TSLA,21/7/2022,Hold
6639,If $Aapl and $Amzn earnings are bad $Spy should see 450 overnight,AAPL,28/7/2022,Hold
2753,Current Market Condition $SPY $QQQ $AAPL $TSLA,TSLA,22/8/2022,Hold
1149,$30k on the day from $SPY & $TSLA Will post breakdown later,TSLA,13/9/2022,Hold
5927,"Supply and Demand Tradable Setup 90% of my trades use this setup and logic, includes 9 things I look for in order to enter the setup (targets can also be supply zones above) Has worked great for me with $SPY, $QQQ, $AAPL, $AMD",AAPL,27/9/2022,Hold
4128,2022 Annual Shareholder Meeting →,TSLA,8/8/2022,Hold
80,"Tesla should troll everyone at AI Day 2 by putting a humanoid robot in a Cybertruck, having it grip the yoke and turning on FSD beta to give people joyrides around the block. Nothing could possible go wrong. $TSLA",TSLA,29/9/2022,Hold
9443,:triangular_flag: $GOOGL and $AAPL two of the best companies in the world slow hiring :triangular_flag: = Long the United States Stock Market :United_States: lol,AAPL,20/7/2022,HOld
6499,About 69% of Warren Buffett and Berkshire Hathaway's equity portfolio was concentrated in 5 companies $BRK.B $BRK.A Apple $AAPL 38.2% Bank of America $BAC 9.8% Coca-Cola $KO 7.7% Chevron $CVX 7.2% American Express $AXP 6.4%,AAPL,8/8/2022,Hold
4241,Where do you think Tesla should build their next Gigafactory? $TSLA,TSLA,5/8/2022,Hold
6444,Me looking at my September $AAPL puts today.,AAPL,11/8/2022,Hold
9307,Everyone’s portfolio has some dividend heros! Here are my dividend heros! $HD $AAPL $JPM $O $KO $ABBV What are your dividend heros? :backhand_index_pointing_down_medium_skin_tone::backhand_index_pointing_down_medium_skin_tone::backhand_index_pointing_down_medium_skin_tone:,AAPL,26/8/2022,Hold
8667,FSD secured. I want to thank and for bringing this incredible technology to my attention. I had no idea how advanced and safe this technology was! Thanks Omar & Dan! :winking_face: :winking_face:,TSLA,15/8/2022,Hold
6754,"Trade plan for Tuesday ✅ $SPX if it fails to hold 3838 I would consider puts for a move to 3800. SPX needs back through 3900 to test for 4000+ $AAPL if it can't reclaim 150 by Wednesday it can drop to 145,141. Puts can work under 150 $MSFT to 250 can come if it breaks 255",AAPL,19/7/2022,Hold
1208,I pulled on to PCH this morning in my tesla. First I saw a new Polestar. Then a new Rivian. Signs. $tsla $psny $rivn #EV,TSLA,12/9/2022,Hold
2968,8/19 Options Trading Watchlist: $TSLA 930C > 920 | 890P < 900 $NVDA 190C > 188 $AMD 101C > 100 Also seeing bearish flow in Airlines. Lotto Friday and OPEX tomorrow. Tomorrow can be very volatile. Moves will be violent. Size down and be careful! ❤️ & 🔄 if you like the ideas.,TSLA,18/8/2022,Hold
5866,Wild fact: Yesterday $AAPL tagged its up trend line perfectly and bounced from there. It also defended its weekly 100MA. The last time it did what was at the lows of the Covid crash. Also: $AAPL did not make a new low versus June as opposed to the larger market.,AAPL,29/9/2022,Hold
5727,$TSLA In no man's land at least until it breaks above the orange dashed resistance. If it breaks above 760 then a run to 830-850 to the top of the bear flag can occur before the ultimate drop to the 400s⏰,TSLA,20/7/2022,Hold
7167,looks like TSM’s company culture is shifting just like the riot investigation asked for 👍,TSM,2/9/2022,Hold
346,"Troy’s data is consistent with EV-Volumes data that most in the industry use, and which we pay for. Adding back ~80K sales lost in China, Europe and ROW when GF3 shut due to Covid (other mnfrs factories open), $TSLA 2Q EV share would have been 19.8% - so fairly steady since 2018.",TSLA,26/9/2022,Hold
6378,"🐳 news: _ $BRK.A buys $OXY, $ALLY, sells $PARA - Dalio sells $BABA - $BAC / $JPM resume Russian bond trading - Third Point x $DIS - $AAPL fires recruiters - $BBIG enters social media in US, Canada - $PTON do-it-yourself - US manufacturing: -31 - Futures:",AAPL,16/8/2022,Hold
9224,Some of My Top Favorite Dividend Names:money_bag: Tech:laptop: $TSM $AAPL $MSFT $NVDA Industrial:factory: $DE $WM $LMT Real Estate:house_with_garden: $O $DLR $SPG $STAG Consumer:person_standing: $UL $KO $PG $PEP Retail:shopping_bags: $HD $DG $TSCO $COST Healthcare:pill: $JNJ $ABT $UNH $ABBV Utility:high_voltage: $XEL $NEE Are you holding any of these?,AAPL,22/9/2022,Hold
2484,$TSLA stock-split completed in my Schwab account. Post-split price is showing and updated share count is too.,TSLA,25/8/2022,No Opinion
7011,"Hey , love you and congrats on a sick Finals. Just a small note for you and the rest of the production crew: is no longer Gigabyte Marines (Gigabyte no longer a sponsor). It's just GAM now, same way that TSM is now just ""TSM"" and not ""Team Solomid"" anymore.",TSM,12/9/2022,No Opinion
7015,We usually just get a 30 minute notice that our airport shuttle is waiting for us.,TSM,12/9/2022,No Opinion
8280,"Saw many houses being built in Austin, TX this past weekend. :drooling_face:",TSLA,7/9/2022,No Opinion
6760,we're going undefeated,TSM,29/9/2022,No Opinion
388,"Competition is formidable. My M3P rated to 315 miles, it got 290 miles at best. My Mach-E GT is rated to 270 miles and one year later it's getting 293 miles. This has a huge impact over time on brand and consumer perception as opposed to overpromise and underdeliver $TSLA $TSLAQ",TSLA,26/9/2022,Sell
6795,"[Thread] #R6NAL Stage 3 stats: Attack win % TSM maintain top spot on the leaderboard since PD2 but only just, going down to 58% after PD4 compared to 80% after PD2. Beastcoast getting off bottom place is impressive given they had 0% ATK win % at the start of last week",TSM,27/9/2022,No Opinion
9556,"Congrats man, you're gonna be a great father :partying_face:",TSM,7/9/2022,No Opinion
3011,Today. 6:30PM CENTRAL. 4:30PM PACIFIC. 7:30PM EASTERN. See you there. $TSLA,TSLA,18/8/2022,No Opinion
7896,Our portfolio company in the Hydrogen sector: Fusion Fuel $HTOO today announces a $5 million USD Tech Sale Contract for 3.2 MW Green Hydrogen Project in Spain Read :backhand_index_pointing_down:for price targets and our comment Related: #hydrogen $HYPRO $NXH $FCEL $GREENH $TSLA,TSLA,29/9/2022,No Opinion
9764,"TWO MEN, ONE BLINDFOLD :eye::mouth::eye: We split up the boys to play VALORANT the way it was meant to be played: BLINDFOLDED! :clapper_board:",TSM,4/8/2022,No Opinion
7259,can’t help but notice you haven’t responded yet. I’m sure it’s an honest mistake.,TSM,29/8/2022,No Opinion
5579,"Call starts in a moment, come say hi in the chat! Tesla's Q2 2022 Earnings Call Stream LIVE: $TSLA",TSLA,20/7/2022,No Opinion
590,Triggered Elon is the best Elon $tsla,TSLA,21/9/2022,No Opinion
6995,That sledgehammer though 👀,TSM,13/9/2022,No Opinion
7716,Tune in to #Gamers8 ft. Rainbow Six on August 4th! Group A: vs vs Group B: vs. vs. Peep the rest of the event schedule! 👀,TSM,1/8/2022,No Opinion
8886,Good evening from :Norway::rainbow:,TSLA,3/8/2022,No Opinion
761,Ok who sent me $1 of $TSLA. 😂,TSLA,19/9/2022,No Opinion
39,"Thank you for delivering a car to the wrong address (my house), blocking my driveway for hours and not allowing me to pickup my kids from school on such a hot day. On top of that, all your driver had to say was ""call Tesla and tell them, I'm just a driver"".",TSLA,29/9/2022,Sell
4883,"Cathie Wood will be on CNBC tomorrow night around 6:00pm ET to talk about her strategy of how to buy high, sell low and lose money for your clients. $TSLA",TSLA,28/7/2022,Sell
7817,"This pic is inaccurate, can we get buzzed please?",TSM,25/7/2022,No Opinion
970,Study these Bearish Candlestick patterns! Use price action to take high conviction trades. $SPY $QQQ $TSLA $AAPL,TSLA,15/9/2022,No Opinion
1683,can allow customers to order a Powerwall without needing to order a full Solar system with it? Or is supply just too low to allow that right now?,TSLA,6/9/2022,No Opinion
7520,"If you care about sponsors - again, its much more important to be big on socials and on content.",TSM,11/8/2022,No Opinion
6866,"wishing u the best senor corey, had a blast with you 🫡",TSM,21/9/2022,No Opinion
9549,"Start a fight in a game's fandom with one sentence, GO :backhand_index_pointing_down:",TSM,9/9/2022,NO Opinion
7435,"TSM is in Japan, Scarz is also in Japan, Sweet went live last night so hes hibernating, Hiswattson isnt even #1, Who else you gonna watch. (Probably Shiv) BUT Im also live too. See you there.",TSM,16/8/2022,No Opinion
9439,"Clear your calendar, because this week is going to be a rollercoaster :smiling_face_with_heart-eyes: Tell me, which earnings are you looking forward to? $ULVR $NXP $MSFT $V $MMM $UPS $KO $TXN $META $GOOG $AMZN $BN $QCOM $BMY $KMB $CB $STAG $ADP $AAPL $PFE $MO $SHEL $HSY $INTC $TROW $XOM $ABBV $CVX $PG",AAPL,25/7/2022,No Opinion
3130,Simulation confirmed. $TSLA,TSLA,17/8/2022,No Opinion
6922,Idk about you guys but if I was TSM Regi I would not let some european dude simply walk in and steal away my title as most hated CEO in the west He’s lost his edge,TSM,19/9/2022,No Opinion
6973,"🗣 LISTEN UP , , and put their years of Apex knowledge to the test with our Guess That Sound Challenge: Ultimate edition! 🎬",TSM,14/9/2022,No Opinion
6848,Thank you for everything you do 🤍,TSM,21/9/2022,No Opinion
6929,Happy Birthday to the Florida Man 🥳,TSM,19/9/2022,No Opinion
7296,BRO LOVE IT. I WANT MORE PLAYERS HAVE THIS KIND OF PERSONALITIES FOR THE SAKE OF CONTENTS AND MEMES. we need players that not only just play a game. But have some moments. LOVE IT. PLEASE NO CENSORED. GO TSM AND ENTITY,TSM,26/8/2022,No Opinion
1090,3 of my Favorite ETFs $VOO S&P 500 ETF Top Holdings: $AAPL $MSFT $AMZN $GOOGL $TSLA $SCHD Schwab US Dividend Top Holdings: $PEP $TXN $CSCO $KO $AMGN $DGRO Dividend Growth Top Holdings: $AAPL $MSFT $JNJ $PG,TSLA,14/9/2022,No Opinion
7463,That clutch was crazy good shit,TSM,15/8/2022,No Opinion
1593,89 days since my solar system stopped working 54 days since Tesla service case was submitted $348 lost electricity production 20% total system downtime since install 0 response on resolution Please help me!,TSLA,7/9/2022,Sell
3053,"Woah, the Tesla Twitter account fights back!? We need more of this!",TSLA,17/8/2022,Sell
9279,"$AAPL :red_apple: Apple falls 70% of the time in September, Apple also carries a $SPY weight of 7.3% :green_apple:",AAPL,5/9/2022,Sell
9084,"No $TSLA has not bottomed it’s not the same as a $snap $nflx etc They have to make cars, purchase materials, they have to service cars, they have to recall and fix cars and the car costs 60000 on average :face_with_tears_of_joy: Gonna test new lows",TSLA,22/7/2022,Sell
733,"Sold these at $305 just now for the $12,000 win. $tsla",TSLA,19/9/2022,No Opinion
2124,Small sensor in my got knocked out. The day before they come to my house to fix it they reschedule to October and want me to drive it 40 miles to a service center. Clown company barely even functioning for current customers.,TSLA,29/8/2022,Sell
1623,"Judge McCormick to lawyer: ""I guess we'll never know since you waived due diligence, will we."" Ouch. $TSLA $TWTR",TSLA,6/9/2022,Sell
5573,"$TSLA sold their bitcoin position around $30,000.",TSLA,20/7/2022,No Opinion
6193,China says will take counter measures if USA doesn’t cancel weapons Deal Taiwan. You better be nervous if you have Tsla or Aapl. Both cam be f’ed bad. I told you this earlier in the week and people didn’t believe. What you gonna do if China seizes Tsla plant or Foxconn,AAPL,5/9/2022,Sell
765,"2/ Assuming Elon doesn’t settle and he loses at trial, Judge McCormick can require specific performance (close $TWTR deal at $54.20) or assess damages (diff between $54.20 and X). My read is that Elon can only walk away and pay $1B damages if bank financing disappears. $tsla",TSLA,19/9/2022,Sell
6478,"In response to Pelosi's visit to Taiwan last week, Apple has warned suppliers that some iPhone parts may face delays. As a reminder, Pelosi sold part of her $AAPL stake back on 6/17/22.",AAPL,8/8/2022,Sell
8286,$TSLA Woah :flushed_face: $9.2M OTM Put Strike: 230 Expiration: 11/18 *Above the Ask*,TSLA,6/9/2022,Sell
3685,"That's strange, $TSLA did not disclose the existence of a DEA investigation in its last SEC Form 10-Q... Well, good thing Elon Musk just sold $6.9 billion worth of stock!",TSLA,10/8/2022,Sell
6475,BIG DAY FOR APPLE TOMORROW AMERICAS FIRST EVER SHORT APPLE $AAPL ETF WILL GO LIVE TOMORROW UNDER THE TICKER $AAPD SHOULD HAVE NAMED IT $AAPLQ,AAPL,8/8/2022,Sell
4189,"Elon’s answer to my question at the AGM suggests he is still committed to buying $TWTR. IMO, there will be a renegotiated deal price before the TWTR trial starts w/o 10/17. In the meantime, TWTR overhang continues since Elon may have to sell more $TSLA shares.",TSLA,5/8/2022,Sell
3181,"Sold the $928 for the $7,000. $TSLA",TSLA,16/8/2022,No Opinion
1897,What the HELL just happened? $TSLA #Tesla,TSLA,1/9/2022,Sell
2770,"As predicted, $tsla down again in PM. Now Tesla is down 10% from last week. Another failed rally going into a stock split and another week of no progress upward. Jackson Hole this week will keep markets spooked. Fed is rattling markets weekly with uncertainty.",TSLA,22/8/2022,Sell
3838,The answer was . It was clear it was a huge seller with $TSLA. Didn’t Elon say he was done selling? And he tells you not to trust government. Sounds like don’t trust billionaires and government.,TSLA,10/8/2022,Sell
1355,How bad are $TSLA sales right now? Not looking too good are they?,TSLA,9/9/2022,Sell
4220,"Elon was probably in a good mood last night because he's dumping some of his $TSLA shares today. Tape looks suspicious. Someone with deep pockets and a ton of shares is creating the big block sells today. If he is selling at all, I'll dump all shares for loss and never come back.",TSLA,5/8/2022,Sell
518,$TSLA It is evidently lagging but I see a bearish divergence on the daily and a loss of 10 MA⏰ If this starts reversing could accelerate the market sell,TSLA,22/9/2022,Sell
5868,Today was the first time since 2020 the S&P 500 was up 2% or more while Apple $AAPL was red on the day,AAPL,28/9/2022,Sell
1084,"$TSLA 300/305/310 calls expiring Friday have traded 250,000 contracts. Can't emphasize enough how unique and unprecedented this action is day after day.",TSLA,14/9/2022,Buy
3146,"Since Aug 2nd tweet below, $TSLA stock is up ~$10 as of close today. Per Probability Lab below, options market STILL gives ~15% chance to reach 1200 by Nov 18th and down to ~9% chance to reach 1300🤔 Will keep tracking as i love to see how these probabilities will adjust",TSLA,17/8/2022,Buy
6447,"Had you done this, you would’ve seen the MACD curl setting up on the 30 minute with $AAPL hence why I bought calls yesterday. Chart on the left is with extended hours. Chart on the right is without extended hours. Two totally different charts.",AAPL,11/8/2022,Buy
9448,":spouting_whale: news: - $DAL x $BA - Musk may countersue $TWTR - $DIS worst stock in Dow - Cramer rang NYSE bell = market red - Semiconductor bill tomorrow - Covid not in effect for $RCL, $CCL - $NFLX possible 2-million loss subs - $AAPL slow hiring, sued - Futures:",AAPL,19/7/2022,No Opinion
623,$AAPL and $TSLA didn’t get the drop memo,TSLA,20/9/2022,Hold
9297,Solid day with $AAPL play and holding partial position:face_with_tears_of_joy: • $AAPL 165c .68 to 1.18 (75%) • Will post some charts and thoughts later tonight :rocket:,AAPL,29/8/2022,Buy
1877,Hertz Model Y rental experience has been great! Thanks sister! ☀️,TSLA,2/9/2022,Buy
5271,"Diess 💯 wants to work with Elon at $TSLA You can tell they have mutual respect. No doubt Diess admirers what Elon has accomplished, forcing the hand of Legacy Auto toward EVs. Diess also shares Tesla's vision of an EV future. Would be great to have him on board",TSLA,22/7/2022,Buy
7937,":high_voltage:Watchlist for 9/27/22:high_voltage: :check_mark_button: $SPY :chart_increasing:Calls Over 369/371 :chart_decreasing:Puts Under 363 :automobile: $TSLA :chart_increasing:Calls Over 280 :chart_decreasing:Puts Under 270 :laptop: $META :chart_increasing:Calls Over 139 :chart_decreasing:Puts Under 135 :mobile_phone: $AAPL :chart_increasing:C > 152 :chart_decreasing:P < 148 :fire: Be ready Tomorrow, YOU DONT WANT TO MISS WHAT I HAVE STORED :fire: :high_voltage:LETS BANK + LEARN:money_bag:",TSLA,27/9/2022,No Opinion
1498,"If $TSLA new orders are running at a 2k or less per day rate (which it appears from the current backlog), that would translate into ~$5 per share loss in the first half of ‘23. Under those circumstances I would revise my $66 6-12 month PT down to $39. Time will tell. $TSLA $TSLAQ",TSLA,8/9/2022,Sell
7438,Professional Power Washing Simulator player here ready to take TSM to the top.,TSM,16/8/2022,No Opinion
5012,"Trade plan for Wednesday ✅ FOMC at 11am PST tmrw. If there's a negative reaction $SPX can drop to 3838 by Friday, I would wait for 4000+ to consider calls $TSLA if it fails at 752 it can drop another 25-30 pts this week. Puts can work under 770 $NVDA under 162 can drop to 155",TSLA,27/7/2022,Sell
3021,Step 1) Teslas mow down child-size mannequins in critic's stunt video 2) Angry Tesla fanboys test out whether their cars will stop for *actual children* 3) says don't do that 4) Tesla fanboys joke about running a test with NHTSA safety advisor who's criticized $TSLA,TSLA,18/8/2022,Sell
4705,Wanting to buy a lot more $TSLA but low on funds.,TSLA,1/8/2022,Buy
4706,"Tesla Shareholders Next Level After-Party: FULL SELF-DRINKING BETA 🎉🥳🎈🍾🥂 w/Custom Cocktails: Plaid Libation $TSLA to Mars Aug 4th 730pm til super late Clive Bar, Austin Wear Tesla gear!! YOLO, homies! Open to all.",TSLA,1/8/2022,No Opinion
